,Latitude,Longitude,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Cook_Time,Locality
289,39.96859931,-85.7242696,Fast Food,15.0,50.00,3.8,112,37,45,Pendleton
290,39.00170366,-85.33781519,"Mughlai, North Indian, Kebab, Rolls",35.0,50.00,3.6,67,11,30,Versailles
291,39.66209527,-85.70482318,"North Indian, Chinese",35.0,50.00,3.6,34,18,30,Morristown
292,39.39997902,-85.01912514,South Indian,5.0,50.00,3.1,98,10,30,Brookville
293,39.68666935,-85.09517897,North Indian,10.0,50.00,4.2,236,72,45,Connersville
294,39.45951884,-85.21495581,"Street Food, Fast Food, North Indian",15.0,50.00,2.9,8,5,45,Batesville
295,39.95076802,-85.06098522,"Bakery, Desserts, Fast Food",20.0,50.00,3.5,32,10,30,Hagerstown
296,39.25445751,-85.45180140000001,"North Indian, South Indian",20.0,50.00,2.9,4,3,30,Greensburg
297,39.87506513,-85.98275154,"North Indian, Continental, Chinese, Juices",10.0,50.00,3.4,25,20,30,Lawrence
298,39.21409683,-85.74466086,"Pizza, Fast Food",20.0,0.00,3.6,277,89,30,Hope
299,39.25114194,-85.6854691,North Indian,25.0,50.00,3.1,5,0,30,Hope
300,39.73728616,-85.02648112,Chinese,20.0,50.00,3.4,25,17,30,Centerville
301,39.6175831,-85.31073351,"North Indian, Chinese, South Indian, Fast Food",20.0,50.00,2.6,123,49,45,Rushville
303,39.35218735,-85.31889385,"Arabian, North Indian, Biryani, Chinese, Seafood",35.0,50.00,2.9,839,245,45,Batesville
304,39.17640413,-85.44935425,South Indian,10.0,50.00,3.5,237,2,45,Westport
305,39.78508728,-85.78103744,Desserts,10.0,50.00,0,0,0,30,Greenfield
306,39.83607267,-85.57148741,"North Indian, Chinese",10.0,50.00,3.4,29,23,65,Knightstown
307,39.07233327,-85.12281103,"Burger, Fast Food",15.0,50.00,3.6,374,87,45,Milan
308,39.71061379,-85.83734799,"Fast Food, Pizza",20.0,50.00,3.3,32,3,45,New Palestine
309,39.29318641,-85.41979887,North Indian,10.0,50.00,0,0,0,30,Greensburg
310,39.33913999,-85.71826807,"North Indian, Chinese, Seafood",50.0,99.00,3.1,46,32,30,Geneva
311,39.79836949,-85.21400447,"South Indian, Chinese",10.0,50.00,2.9,43,15,30,Cambridge City
312,39.38982249,-85.10113981,"North Indian, Sandwich, Desserts, Beverages, Continental, Chinese, Biryani, Mughlai",20.0,50.00,3.9,59,31,30,Brookville
313,39.66957622,-85.06094316,"Beverages, Desserts, Ice Cream",20.0,99.00,3.7,246,83,30,Connersville
314,39.34153496,-85.77153626,"Mughlai, North Indian",15.0,50.00,3.6,36,12,30,Hope
315,39.47897098,-85.41623320000001,"North Indian, Mughlai, Chinese",20.0,50.00,3.6,87,28,65,Rushville
316,39.2561611,-85.94916236,"Chinese, North Indian",25.0,99.00,0,0,0,45,Lowell
317,39.18399311,-85.65205697,"South Indian, Chinese",10.0,50.00,4.0,62,32,30,Westport
318,39.39723797,-85.65190984,"South Indian, North Indian, Chinese, Biryani",30.0,50.00,4.0,201,54,45,Saint Paul
319,39.51701188,-85.20988733,Sandwich,10.0,50.00,3.5,44,4,45,Connersville
320,39.28776591,-85.81400006,"Biryani, Fast Food",10.0,50.00,3.4,15,4,30,Hope
321,39.70914775,-85.51966766,"North Indian, Chinese",20.0,50.00,3.0,129,42,65,Knightstown
322,39.52678408,-85.35134026,"North Indian, Mughlai",20.0,99.00,3.2,37,7,65,Rushville
323,39.86450363,-85.7229686,"Continental, Pizza, Italian",25.0,50.00,3.9,297,145,45,Greenfield
324,39.63033962,-85.63975763,Fast Food,15.0,50.00,0,0,0,30,Morristown
325,39.12616786,-85.10833361,"Fast Food, Healthy Food",25.0,50.00,4.7,707,453,30,Milan
326,39.48912429,-85.68533609999999,"Fast Food, Chinese",10.0,50.00,3.7,62,22,30,Saint Paul
328,39.65618287,-85.61719979,North Indian,15.0,50.00,0,0,0,30,Morristown
329,39.57072539,-85.76075104,"Cafe, Tea, Street Food",20.0,50.00,4.3,534,318,30,Shelbyville
330,39.27303711,-85.08503007,"Chinese, Thai",20.0,99.00,4.1,258,99,45,Sunman
331,39.87560206,-85.17171317,Fast Food,10.0,50.00,0,0,0,30,Hagerstown
332,39.99126616,-85.66068657,Juices,5.0,50.00,3.2,5,2,30,Pendleton
333,39.04901858,-85.49079864,"Biryani, North Indian, Chinese, Andhra, South Indian",30.0,50.00,4.3,313,205,30,North Vernon
334,39.81304992,-85.42187479,"Pizza, Fast Food",30.0,50.00,3.7,530,165,45,Knightstown
335,39.09298213,-85.6731666,"Bar Food, North Indian, Italian, Continental",55.0,50.00,4.3,3394,1845,30,Country Squire Lakes
336,39.28661169,-85.72551931,"North Indian, Chinese, Italian, Finger Food, American",80.0,99.00,4.4,1102,766,30,Hope
337,39.04746565,-85.7277536,North Indian,10.0,50.00,2.9,37,16,30,Country Squire Lakes
338,39.43627222,-85.20085538,"Biryani, Mughlai, North Indian, Chinese",20.0,50.00,3.1,25,9,30,Batesville
339,39.56771598,-85.55134528,"Fast Food, Biryani, North Indian",20.0,50.00,0,0,0,30,Rushville
340,39.22202222,-85.54977349,"North Indian, Chinese, Thai, European, Italian",65.0,50.00,3.6,186,114,30,Westport
341,39.71963649,-85.88667315,"Konkan, Maharashtrian",15.0,50.00,3.0,6,3,30,New Palestine
342,39.44914852,-85.03035907,"Cafe, Beverages, Fast Food, Desserts",25.0,50.00,3.5,158,44,65,Brookville
343,39.02757128,-85.03500852,Cafe,10.0,50.00,0,0,0,30,Dillsboro
344,39.64177255,-85.18178309,"Odia, Bengali, Salad, North Indian",10.0,50.00,3.8,51,34,30,Connersville
346,39.31640782,-85.19722667,South Indian,10.0,99.00,3.5,150,15,45,Batesville
347,39.47720883,-85.54306609,"Cafe, Beverages, Bakery",20.0,50.00,3.7,126,51,30,Saint Paul
348,39.87018932,-85.9886582,"Italian, Pizza, Burger",20.0,50.00,3.8,78,44,30,Lawrence
349,39.28216925,-85.57156245,"Bakery, Desserts, Ice Cream",15.0,50.00,3.9,76,22,45,Greensburg
350,39.66493632,-85.55721477,"North Indian, Chinese",15.0,50.00,3.3,16,10,65,Rushville
352,39.55911053,-85.67472657,"North Indian, Fast Food",20.0,50.00,3.7,575,104,45,Shelbyville
353,39.69857379,-85.1704183,Desserts,15.0,50.00,4.2,192,110,30,Connersville
354,39.49824866,-85.50909696,"North Indian, Chinese, Fast Food",20.0,50.00,3.5,29,17,30,Rushville
355,39.72214462,-85.3587474,"Desserts, Beverages",10.0,50.00,4.0,157,83,30,Rushville
356,39.86792216,-85.76785474,"Ice Cream, Desserts",20.0,50.00,4.0,160,83,30,Greenfield
357,39.97988437,-85.25419372,"Fast Food, North Eastern, Momos",10.0,50.00,2.7,6,5,30,Hagerstown
358,39.73752476,-85.01057713,Pizza,15.0,50.00,3.5,4,1,30,Centerville
359,39.28173315,-85.21716048,"North Indian, Chinese",30.0,50.00,3.3,69,26,30,Batesville
360,39.82742102,-85.92881106,Rolls,10.0,50.00,3.4,14,8,45,Cumberland
361,39.82921889,-85.85559494,"North Indian, Mughlai",15.0,50.00,2.8,0,0,30,Greenfield
362,39.64936625,-85.88453351,Tibetan,10.0,50.00,4.0,126,53,30,New Palestine
363,39.49941461,-85.1990849,"North Indian, Chinese",30.0,50.00,4.3,1141,478,30,Connersville
364,39.02206693,-85.73066999,Fast Food,10.0,99.00,3.3,12,1,30,Country Squire Lakes
365,39.4805224,-85.37040979,"North Indian, Fast Food",10.0,50.00,2.7,22,4,45,Rushville
366,39.77296983,-85.0654033,"Fast Food, Sandwich",15.0,50.00,4.0,107,32,30,Centerville
367,39.44796947,-85.03570176,Beverages,10.0,50.00,4.1,139,70,30,Brookville
368,39.61511237,-85.07848128,Fast Food,10.0,50.00,0,0,0,30,Connersville
370,39.29544370000001,-85.03671897,Ice Cream,10.0,50.00,0,0,0,30,Sunman
371,39.44181699,-85.75174607,North Indian,10.0,50.00,3.5,22,13,30,Geneva
372,39.74651746,-85.05831585,"Biryani, North Indian",20.0,50.00,3.8,58,45,20,Centerville
373,39.32572191,-85.72901913,"Biryani, Kebab",10.0,50.00,3.7,14,3,30,Hope
374,39.66719993,-85.25229685,"Street Food, North Indian, Mithai",20.0,50.00,4.1,113,41,30,Connersville
375,39.21515301,-85.56410295,"Pizza, Italian, Beverages",40.0,50.00,4.5,366,232,45,Westport
376,39.52941274,-85.01017321,"Beverages, Desserts, Juices",10.0,50.00,4.1,237,95,45,Brookville
377,39.22352652,-85.68200833,"North Indian, Continental, Asian, Pizza",50.0,50.00,4.1,643,435,65,Westport
378,39.68752343,-85.72449055,North Indian,20.0,99.00,3.4,37,14,30,Morristown
379,39.68017134,-85.09836428,"Juices, Beverages",5.0,50.00,3.4,9,1,30,Connersville
381,39.01897834,-85.7398484,South Indian,10.0,50.00,2.8,6,2,30,Country Squire Lakes
382,39.57522387,-85.12147779,"Continental, Desserts, Beverages, Sandwich",20.0,50.00,3.2,19,10,30,Connersville
383,39.85114564,-85.14987997,"North Indian, Chinese",40.0,50.00,3.4,76,40,65,Cambridge City
384,39.04947154,-85.45540042,"Desserts, Ice Cream",20.0,50.00,4.0,65,39,30,Westport
385,39.73446475,-85.64148567,"Salad, European, Steak, Healthy Food, Beverages, Finger Food",55.0,50.00,4.2,1319,659,45,Morristown
386,39.4033025,-85.16559239,"Ice Cream, Paan, Desserts",15.0,50.00,3.9,50,26,30,Batesville
387,39.8018401,-85.88402487,"North Indian, Chinese",25.0,50.00,3.5,179,53,45,Cumberland
388,39.77772348,-85.718537,"North Indian, South Indian",15.0,50.00,0,0,0,30,Greenfield
389,39.04284326,-85.08622207,Desserts,15.0,50.00,3.7,0,0,30,Dillsboro
390,39.07329144,-85.3849616,"Chinese, Biryani",15.0,50.00,0,0,0,30,Osgood
391,39.45362531,-85.44007376,"Cafe, Chinese, Italian",30.0,99.00,4.1,803,554,45,Greensburg
392,39.05182192,-85.09272427,"Fast Food, Sandwich",10.0,50.00,3.8,26,6,45,Dillsboro
393,39.49317728,-85.55726855,"Wraps, Fast Food",15.0,50.00,0,0,0,30,Saint Paul
394,39.22728852,-85.5414426,"Lebanese, North Indian, Mediterranean, Biryani, Rolls, Fast Food",20.0,50.00,3.6,785,399,45,Westport
395,39.59609849,-85.13215206,"Street Food, Desserts",10.0,50.00,0,0,0,30,Connersville
396,39.16015723,-85.55411813,"Continental, Italian, North Indian, Chinese",20.0,50.00,3.8,286,77,30,Westport
397,39.96699195,-85.72139262,"Continental, North Indian, Mughlai, Chinese, Italian",30.0,50.00,4.0,267,165,30,Pendleton
399,39.5501073,-85.42636579,"American, Fast Food",20.0,50.00,3.8,80,27,30,Rushville
400,39.9637102,-85.55116852,Chinese,15.0,50.00,3.1,4,0,30,Middletown
401,39.51442335,-85.77487629999999,"North Indian, South Indian, Chinese",20.0,50.00,3.4,27,10,30,Shelbyville
402,39.83568879,-85.87036944,"Fast Food, Beverages",10.0,50.00,0,0,0,30,McCordsville
403,39.40952448,-85.13526278,Fast Food,15.0,50.00,0,0,0,30,Brookville
404,39.68745139,-85.45371294,"Mediterranean, European, Continental",40.0,50.00,4.3,124,88,30,Rushville
405,39.13094532,-85.31770756,"North Indian, Chinese",20.0,50.00,3.4,17,4,45,Osgood
406,39.75454947,-85.3204186,"Chinese, Mughlai",25.0,50.00,0,0,0,30,Cambridge City
408,39.79974658,-85.25667241,Bakery,15.0,50.00,3.7,21,20,30,Cambridge City
409,39.12285967,-85.87525294,"Chinese, North Indian",20.0,50.00,3.5,110,35,45,Columbus
410,39.97895143,-85.64720711,"Mughlai, North Indian, Chinese, Seafood",15.0,50.00,4.0,1210,503,45,Pendleton
411,39.90084667,-85.70412959,"Chinese, North Indian",15.0,50.00,2.5,17,5,30,Pendleton
412,39.37572895,-85.54640524,"Fast Food, Italian",20.0,50.00,3.4,16,4,30,Greensburg
413,39.93322966,-85.56874865,"North Indian, Fast Food",20.0,50.00,0,0,0,30,Middletown
414,39.03276488,-85.12886634,"Cafe, Beverages, Fast Food, Desserts",25.0,50.00,3.5,158,44,65,Dillsboro
415,39.42646212,-85.91138028,North Indian,15.0,50.00,3.4,18,8,30,Edinburgh
416,39.54679475,-85.59328793,Chinese,35.0,50.00,3.9,81,47,65,Saint Paul
417,39.14955724,-85.56511285,Lebanese,10.0,50.00,0,0,0,30,Westport
418,39.61875048,-85.20241934,"Biryani, Chinese, North Indian",15.0,50.00,3.3,93,13,65,Connersville
419,39.82935125,-85.24935128,"Bohri, Biryani",25.0,50.00,3.7,96,55,30,Cambridge City
420,39.27147929,-85.60525292,Bakery,15.0,99.00,0,0,0,45,Westport
421,39.36675035,-85.23385987,"Rolls, North Indian, Chinese",20.0,50.00,0,0,0,30,Batesville
422,39.86576254,-85.74516167,"South Indian, Beverages",10.0,50.00,3.3,1097,57,45,Greenfield
423,39.29453816,-85.84907132,North Indian,15.0,50.00,3.6,16,4,65,Hope
424,39.37059017,-85.96779154,"Bakery, Fast Food",20.0,50.00,3.7,101,44,120,Edinburgh
425,39.92119541,-85.30704761,Bakery,15.0,50.00,3.7,79,12,30,New Castle
426,39.94522397,-85.31642052,"Biryani, Mughlai",20.0,99.00,2.9,6,2,30,New Castle
427,39.88105546,-85.92984764,"Continental, Beverages, Desserts, Fast Food",50.0,50.00,4.1,1552,855,30,McCordsville
428,39.13311977,-85.25612530000001,"North Indian, Fast Food",15.0,50.00,3.8,154,71,45,Osgood
429,39.23981822,-85.07811563,"North Indian, Bengali, Chinese, Odia",20.0,50.00,2.6,19,11,30,Sunman
430,39.22289214,-85.68428127,"Juices, Beverages",10.0,50.00,3.2,9,2,45,Hope
431,39.53035789,-85.47728175,"Fast Food, Beverages",5.0,50.00,0,0,0,30,Rushville
432,39.51568573,-85.77314586,"North Indian, Kebab, Biryani",50.0,99.00,4.2,671,301,65,Shelbyville
434,39.50842957,-85.97797143,Burger,15.0,50.00,3.4,40,17,30,Franklin
437,39.00278669,-85.18899321,Bakery,10.0,50.00,0,0,0,30,Versailles
438,39.42626848,-85.44322815,North Indian,10.0,50.00,3.3,20,11,30,Greensburg
439,39.59460351,-85.39355248,"North Indian, South Indian, Chinese, Desserts",20.0,50.00,2.8,11,5,30,Rushville
440,39.9428224,-85.84136003,"Pizza, Continental, Fast Food",20.0,50.00,3.3,22,10,30,Fortville
442,39.76138884,-85.6568108,"Rolls, Lebanese",10.0,50.00,3.7,55,25,30,Morristown
443,39.09908068,-85.66162347,"Cafe, Fast Food, Beverages",20.0,50.00,3.7,31,17,30,Country Squire Lakes
444,39.03932628,-85.23422162,"Fast Food, Pizza",15.0,50.00,3.0,73,28,45,Versailles
446,39.91571441,-85.84780694,North Indian,30.0,50.00,4.7,81,74,45,Fortville
447,39.28820186,-85.81356728,"Beverages, Ice Cream",10.0,50.00,0,0,0,30,Hope
448,39.28980582,-85.23831779999999,"North Indian, Afghan, Lebanese",20.0,50.00,3.3,17,4,30,Batesville
449,39.55870194,-85.56901941,"Fast Food, Beverages",20.0,50.00,3.3,9,4,30,Rushville
450,39.77017947,-85.88517071,"North Indian, Chinese, Mughlai",30.0,50.00,3.7,104,47,45,New Palestine
451,39.11645132,-85.36356440000002,Fast Food,15.0,50.00,3.5,24,9,30,Osgood
452,39.39043077,-85.63421423,"Beverages, Desserts, Ice Cream",20.0,50.00,4.0,53,42,20,Saint Paul
453,39.0668056,-85.13472845,"South Indian, Chinese",10.0,50.00,3.4,9,1,30,Milan
454,39.9780283,-85.01435482,"South Indian, Continental, Fast Food",30.0,99.00,3.9,232,105,65,Lynn
455,39.54908961,-85.95345859999999,"North Indian, Asian, Biryani, Chinese",40.0,50.00,4.0,648,305,30,Franklin
457,39.10195326,-85.46425101,"Fast Food, Tea, Beverages",10.0,50.00,4.1,124,48,45,Westport
458,39.29739368,-85.57641099,"Fast Food, Italian, Chinese, Desserts, Beverages",20.0,50.00,3.7,228,94,45,Greensburg
459,39.71972716,-85.17352912,"Chinese, North Indian, Maharashtrian",25.0,50.00,3.3,47,23,30,Connersville
460,39.08697114,-85.23504179999999,Chinese,15.0,50.00,3.8,140,36,30,Versailles
461,39.10902547,-85.64487333,"Desserts, Ice Cream, Beverages",15.0,50.00,3.8,100,13,45,Country Squire Lakes
462,39.32779254,-85.92635364,South Indian,10.0,50.00,3.7,75,16,30,Edinburgh
463,39.74152888,-85.78723962,"North Indian, Mithai, Fast Food, South Indian, Chinese",20.0,50.00,4.0,1169,336,30,Greenfield
464,39.00186589,-85.31951733,"Chinese, Momos",15.0,50.00,3.9,1450,307,45,Versailles
465,39.32989752,-85.64221478,"Ice Cream, Desserts",10.0,50.00,0,0,0,30,Saint Paul
466,39.69766994,-85.02403081,"Chinese, North Indian, Mughlai",35.0,50.00,3.9,2768,1369,30,Liberty
467,39.75253271,-85.61961458,"Momos, Rolls",10.0,50.00,3.6,52,11,30,Knightstown
468,39.15100396,-85.99750461,Fast Food,10.0,50.00,3.8,61,11,30,Columbus
469,39.74732403,-85.83544904,"Chinese, South Indian, North Indian",20.0,50.00,3.6,92,49,30,New Palestine
470,39.15269541,-85.74593567,Fast Food,10.0,50.00,2.8,12,6,30,Country Squire Lakes
471,39.98344698,-85.57902722,"Fast Food, Healthy Food, Sandwich, Salad",20.0,50.00,3.7,132,52,30,Middletown
472,39.53446522,-85.46489766,"South Indian, North Indian, Fast Food",20.0,50.00,3.7,182,107,45,Rushville
473,39.01405909,-85.58538284,"Cafe, Desserts, Fast Food, Beverages",20.0,0.00,4.3,102,76,30,North Vernon
474,39.01590152,-85.25565273,South Indian,15.0,99.00,4.1,1008,245,45,Versailles
475,39.74440993,-85.21275188,"North Indian, Chinese, Mughlai",30.0,50.00,3.6,179,95,45,Cambridge City
476,39.29164645,-85.63110959,"North Indian, Chinese, Street Food, Fast Food",15.0,50.00,3.2,8,1,30,Westport
477,39.55971877,-85.91939457,"Chinese, Fast Food",20.0,50.00,3.4,66,4,30,Shelbyville
478,39.74087926,-85.24530377,"Biryani, Mughlai, Chinese, Seafood",25.0,50.00,0,0,0,30,Cambridge City
479,39.13786355,-85.59336885,"South Indian, Fast Food, North Indian",20.0,50.00,3.7,68,26,30,Westport
481,39.93992759,-85.93754721,"North Indian, Mughlai",10.0,50.00,3.4,14,8,30,McCordsville
482,39.86487359,-85.68518092,"South Indian, Fast Food, Desserts",15.0,50.00,3.8,892,70,45,Greenfield
484,39.12401762,-85.20474703,"Fast Food, North Eastern, Momos",10.0,50.00,0,0,0,30,Versailles
485,39.25318087,-85.02435586,"Mughlai, North Indian, Rolls",20.0,50.00,3.9,189,124,45,Sunman
486,39.97855579,-85.28522976,"Asian, Continental, North Indian",50.0,50.00,4.6,1507,1131,30,New Castle
487,39.98157687,-85.41092173,"Ice Cream, Desserts, Beverages",10.0,50.00,3.8,60,23,30,New Castle
488,39.24288439,-85.05300459,"Beverages, Fast Food, Ice Cream",20.0,50.00,3.7,302,155,45,Sunman
489,39.28697815,-85.54374147,Street Food,5.0,50.00,3.4,14,0,30,Greensburg
490,39.85776571,-85.07737421,"Bakery, Desserts",20.0,50.00,3.6,28,11,30,Centerville
491,39.64210778,-85.81052001,"Pizza, Fast Food",20.0,99.00,4.3,110,76,45,New Palestine
492,39.59431122,-85.79222268,"Mithai, North Indian",20.0,50.00,3.3,26,2,30,Shelbyville
493,39.32353569,-85.85274234,"Cafe, Fast Food",30.0,50.00,3.9,95,53,45,Hope
494,39.71079298,-85.79164981,Mangalorean,15.0,50.00,3.5,10,0,30,Greenfield
495,39.11448204,-85.48940588,"Fast Food, Italian, Chinese",15.0,99.00,3.4,256,90,65,Westport
496,39.80665123,-85.18201324,"North Indian, Chinese",10.0,50.00,3.4,15,7,30,Cambridge City
498,39.38443841,-85.00800928,"Ice Cream, Desserts, Fast Food",15.0,50.00,4.2,542,366,30,Brookville
499,39.57675111,-85.01117161,"Chinese, Continental, Italian, Healthy Food, Asian, North Indian, Pizza, Desserts",20.0,50.00,3.1,41,25,45,Liberty
500,39.27717039,-85.89487872,"South Indian, Chinese",15.0,50.00,3.7,177,30,30,Lowell
501,39.54902186,-85.27833497,"North Indian, Chinese",20.0,50.00,3.3,13,9,30,Connersville
502,39.58859455,-85.1363988,"North Indian, Mughlai, Chinese, Biryani, Rolls",20.0,50.00,3.6,894,256,30,Connersville
503,39.05692466,-85.97582985,"Biryani, North Indian, Chinese, Kebab",20.0,50.00,4.0,157,17,30,Seymour
504,39.61031814,-85.83025872,"Finger Food, Salad, Continental, Italian, Sandwich",60.0,50.00,4.2,1392,739,45,Shelbyville
505,39.9095399,-85.06010029,"Fast Food, Beverages",15.0,50.00,3.1,17,9,30,Hagerstown
506,39.93743433,-85.00556298,"Chinese, Biryani, North Indian",20.0,50.00,3.4,29,11,30,Centerville
507,39.68977671,-85.08826568,"South Indian, Street Food, Fast Food",10.0,50.00,3.8,101,38,30,Connersville
508,39.22083016,-85.83152042,"Fast Food, North Eastern, Momos",10.0,50.00,0,0,0,30,Columbus
509,39.85025042,-85.89715639,"Street Food, Fast Food, Beverages",20.0,50.00,3.8,150,64,45,McCordsville
510,39.9326482,-85.97672509,"North Indian, Mughlai",80.0,50.00,4.0,646,351,45,Fishers
511,39.66232598,-85.73861923,"South Indian, North Indian, Chinese",30.0,50.00,3.8,323,141,65,Morristown
512,39.51798394,-85.44723384,"Chinese, Thai, Continental",15.0,99.00,3.8,56,15,30,Rushville
513,39.31565632,-85.58290647,North Indian,25.0,50.00,3.5,488,169,45,Greensburg
514,39.52563233,-85.29148199,"North Indian, Chinese",20.0,50.00,4.3,250,121,30,Rushville
515,39.84724783,-85.66856921,Street Food,10.0,50.00,4.0,31,23,30,Greenfield
516,39.36560471,-85.08139091,"Bakery, Desserts",15.0,50.00,3.3,7,1,30,Brookville
517,39.89840255,-85.27660125,"Pizza, Fast Food",40.0,50.00,3.8,630,240,30,New Castle
518,39.53270624,-85.23898526,Bakery,25.0,50.00,0,0,0,65,Connersville
519,39.57887546,-85.74865278,South Indian,10.0,50.00,3.2,11,0,30,Shelbyville
520,39.01365042,-85.54285284,"Italian, North Indian, Chinese",80.0,50.00,4.1,903,556,45,North Vernon
521,39.95986376,-85.78036686,Maharashtrian,10.0,0.00,3.3,12,1,30,Ingalls
522,39.02835403,-85.60193609999999,"North Indian, Fast Food",15.0,50.00,3.6,43,11,30,North Vernon
523,39.87538952,-85.90786754,"Desserts, Ice Cream",10.0,50.00,3.8,15,5,30,McCordsville
524,39.96255112,-85.90542299,"North Indian, South Indian, Chinese, Beverages",15.0,50.00,0,0,0,30,McCordsville
525,39.39626793,-85.70832826,"Fast Food, North Eastern, Momos",10.0,50.00,0,0,0,30,Geneva
526,39.8002458,-85.2593142,Biryani,15.0,50.00,3.4,9,0,30,Cambridge City
527,39.19340863,-85.96242802,"North Indian, Street Food",20.0,99.00,3.1,6,1,30,Columbus
528,39.26795943,-85.87157906,"North Indian, Chinese",10.0,50.00,0,0,0,30,Lowell
529,39.5133147,-85.36090299,"Chinese, Fast Food",10.0,50.00,3.1,4,2,30,Rushville
530,39.79638314,-85.54886277,Beverages,10.0,50.00,3.0,11,4,45,Knightstown
531,39.24654656,-85.74802998,"Cafe, Italian, North Indian, Chinese",40.0,50.00,4.0,387,220,45,Hope
532,39.22740833,-85.45919873,South Indian,10.0,50.00,3.6,33,8,30,Greensburg
533,39.72022753,-85.31277229,Bakery,15.0,99.00,0,0,0,65,Cambridge City
534,39.05554893,-85.79202419,"South Indian, Chinese",10.0,50.00,3.9,25,9,30,Country Squire Lakes
535,39.57174344,-85.50391559,"North Indian, Thai, Goan, Mughlai, Seafood",20.0,99.00,4.1,0,0,30,Rushville
536,39.08026957,-85.66157388,"North Indian, Mughlai, Kebab",50.0,99.00,4.1,872,502,65,Country Squire Lakes
537,39.0689956,-85.82327957,"Burger, Fast Food, Desserts, Beverages",15.0,50.00,0,0,0,30,Seymour
538,39.7623203,-85.23798803,"Biryani, Hyderabadi, North Indian, Mughlai",10.0,50.00,2.8,0,0,30,Cambridge City
539,39.16342947,-85.03036284,"North Indian, Chinese",20.0,50.00,3.4,80,46,30,Sunman
540,39.07046228,-85.20251834,South Indian,10.0,50.00,3.4,18,1,30,Versailles
542,39.30286617,-85.27674943,"North Indian, Rolls",25.0,50.00,0,0,0,30,Batesville
543,39.53498781,-85.69871016,"Fast Food, Street Food, Beverages",20.0,50.00,3.6,109,8,45,Shelbyville
544,39.52097869,-85.55440578,"Desserts, South Indian",20.0,50.00,4.5,127,80,30,Saint Paul
545,39.42859349,-85.9908363,North Indian,20.0,50.00,3.2,22,3,45,Edinburgh
546,39.07993916,-85.16332947,"Desserts, Bakery",10.0,50.00,0,0,0,30,Milan
547,39.88826617,-85.72089301,"Chinese, Healthy Food",20.0,50.00,3.9,649,351,45,Ingalls
548,39.18568447,-85.86441628,"Street Food, North Indian, Mithai, South Indian, Burger, Beverages",15.0,50.00,4.0,298,66,30,Columbus
549,39.9762086,-85.70586289,North Indian,10.0,50.00,3.3,9,1,30,Pendleton
550,39.59015209,-85.68445634,North Indian,25.0,50.00,4.0,353,176,30,Morristown
551,39.60222148,-85.14292089,"Fast Food, North Indian, Biryani, Rolls, Wraps",25.0,50.00,3.9,418,121,65,Connersville
552,39.49884871,-85.46984504,"Pizza, Fast Food, Italian",40.0,200.00,2.6,986,691,45,Rushville
553,39.53251977,-85.42545356,Desserts,10.0,50.00,4.0,168,102,65,Rushville
554,39.00164087,-85.60162119,"Arabian, North Indian, Mughlai, Chinese, Beverages, Desserts",35.0,50.00,4.2,431,259,30,North Vernon
555,39.795604299999994,-85.50424606,Kerala,10.0,50.00,3.8,50,18,30,Knightstown
556,39.86644263,-85.92752563,"South Indian, Fast Food, Mithai",10.0,50.00,3.5,229,30,45,McCordsville
557,39.43964307,-85.85571211,"North Indian, Chinese, Beverages",60.0,50.00,4.3,857,621,65,Shelbyville
558,39.61516875,-85.50734335,Bakery,20.0,50.00,4.2,242,94,80,Rushville
559,39.91174741,-85.86610989,"Fast Food, Street Food",10.0,50.00,3.4,18,7,30,Fortville
560,39.93043601,-85.25879909999999,"Chinese, North Indian, Fast Food",35.0,50.00,3.4,29,12,65,Hagerstown
561,39.57913621,-85.63997481,"North Indian, Chinese, Fast Food",20.0,50.00,4.0,689,310,30,Morristown
562,39.63168702,-85.95324513,"North Indian, Chinese",20.0,50.00,3.1,21,3,45,New Palestine
563,39.76001334,-85.11187694,"Bakery, Desserts, Fast Food",20.0,50.00,3.1,8,2,45,Cambridge City
564,39.92937911,-85.55582069,"North Indian, Street Food, Chinese",20.0,50.00,3.7,660,391,65,Middletown
565,39.61813382,-85.23963686,"North Indian, Italian, Continental, Finger Food",50.0,50.00,3.9,268,142,45,Connersville
566,39.79859837,-85.27966824,Street Food,5.0,50.00,3.8,0,0,30,Cambridge City
567,39.14437865,-85.41879695,"North Indian, Chinese",25.0,50.00,3.9,915,721,45,Osgood
568,39.94493455,-85.98776488,"Fast Food, Desserts",20.0,50.00,3.7,110,56,65,Fishers
569,39.53535845,-85.88069877,Chinese,10.0,50.00,3.0,12,2,30,Shelbyville
571,39.40836593,-85.23471291,"North Indian, South Indian",15.0,50.00,0,0,0,30,Batesville
572,39.004444899999996,-85.57443586,Desserts,15.0,50.00,0,0,0,30,North Vernon
573,39.49423784,-85.52083723,"Mishti, Fast Food, South Indian",10.0,50.00,4.0,381,89,65,Saint Paul
574,39.29015152,-85.10615061,"Beverages, Fast Food",10.0,50.00,3.8,10,4,30,Sunman
575,39.33485142,-85.39453303,"Desserts, Fast Food",20.0,50.00,3.9,334,189,45,Greensburg
576,39.12138396,-85.65045788,North Indian,20.0,50.00,3.7,61,7,30,Westport
577,39.12755881,-85.69439252,"Bakery, Desserts",20.0,50.00,4.4,214,169,65,Country Squire Lakes
